millis,time,mode,dt_control,v_raw,v_hat,v_ref,z_ref,z_meas,u_intVertical,u_pi,leftThrust,rightThrust,
37659,18:00:47,ALTITUDE_HOLD,0.1,0.1,0.1,0.299,1,0.502,0.113,0,0,0,
37759,18:00:47,ALTITUDE_HOLD,0.1,0.14,0.14,0.29,1,0.516,0.114,0,0,0,
37859,18:00:47,ALTITUDE_HOLD,0.1,0.1,0.1,0.284,1,0.526,0.116,0,0,0,
37959,18:00:47,ALTITUDE_HOLD,0.1,0.18,0.18,0.274,1,0.544,0.117,0,0,0,
38059,18:00:47,ALTITUDE_HOLD,0.1,0.11,0.11,0.267,1,0.555,0.118,0,0,0,
38159,18:00:47,ALTITUDE_HOLD,0.1,0.17,0.17,0.257,1,0.572,0.119,0,0,0,
38259,18:00:47,ALTITUDE_HOLD,0.1,0.13,0.13,0.249,1,0.585,0.12,0,0,0,
38359,18:00:47,ALTITUDE_HOLD,0.1,0.16,0.16,0.239,1,0.601,0.121,0,0,0,
38459,18:00:47,ALTITUDE_HOLD,0.1,0.11,0.11,0.233,1,0.612,0.122,0,0,0,
38559,18:00:48,ALTITUDE_HOLD,0.1,0.18,0.18,0.222,1,0.63,0.122,0,0,0,
38659,18:00:48,ALTITUDE_HOLD,0.1,0.11,0.11,0.215,1,0.641,0.123,0,0,0,
38759,18:00:48,ALTITUDE_HOLD,0.1,0.17,0.17,0.205,1,0.658,0.123,0,0,0,
38859,18:00:48,ALTITUDE_HOLD,0.1,0.11,0.11,0.199,1,0.669,0.124,0,0,0,
38959,18:00:48,ALTITUDE_HOLD,0.1,0.17,0.17,0.188,1,0.686,0.124,0,0,0,
39059,18:00:48,ALTITUDE_HOLD,0.1,0.1,0.1,0.182,1,0.696,0.125,0,0,0,
39159,18:00:48,ALTITUDE_HOLD,0.1,0.19,0.19,0.171,1,0.715,0.125,0,0,0,
39259,18:00:48,ALTITUDE_HOLD,0.1,0.12,0.12,0.164,1,0.727,0.125,0,0,0,
39359,18:00:48,ALTITUDE_HOLD,0.1,0.18,0.18,0.153,1,0.745,0.125,0,0,0,
39459,18:00:48,ALTITUDE_HOLD,0.1,0.12,0.12,0.146,1,0.757,0.125,0,0,0,
39559,18:00:49,ALTITUDE_HOLD,0.1,0.16,0.16,0.136,1,0.773,0.125,0,0,0,
39659,18:00:49,ALTITUDE_HOLD,0.1,0.13,0.13,0.128,1,0.786,0.125,0,0,0,
39759,18:00:49,ALTITUDE_HOLD,0.1,0.2,0.2,0.116,1,0.806,0.124,0,0,0,
39859,18:00:49,ALTITUDE_HOLD,0.1,0.11,0.11,0.11,1,0.817,0.124,0,0,0,
39959,18:00:49,ALTITUDE_HOLD,0.1,0.18,0.18,0.099,1,0.835,0.124,0,0,0,
40059,18:00:49,ALTITUDE_HOLD,0.1,0.12,0.12,0.092,1,0.847,0.123,0,0,0,
40159,18:00:49,ALTITUDE_HOLD,0.1,0.16,0.16,0.082,1,0.863,0.123,0,0,0,
40259,18:00:49,ALTITUDE_HOLD,0.1,0.13,0.13,0.074,1,0.876,0.122,0,0,0,
40359,18:00:49,ALTITUDE_HOLD,0.1,0.17,0.17,0.064,1,0.893,0.121,0,0,0,
40459,18:00:49,ALTITUDE_HOLD,0.1,0.12,0.12,0.057,1,0.905,0.121,0,0,0,
40559,18:00:50,ALTITUDE_HOLD,0.1,0.19,0.19,0.046,1,0.924,0.119,0,0,0,
40659,18:00:50,ALTITUDE_HOLD,0.1,0.14,0.14,0.037,1,0.938,0.118,0,0,0,
40759,18:00:50,ALTITUDE_HOLD,0.1,0.15,0.15,0.028,1,0.953,0.117,0,0,0,
40859,18:00:50,ALTITUDE_HOLD,0.1,0.18,0.18,0.017,1,0.971,0.116,0,0,0,
40959,18:00:50,ALTITUDE_HOLD,0.1,0.12,0.12,0.01,1,0.983,0.115,0,0,0,
41059,18:00:50,ALTITUDE_HOLD,0.1,0.19,0.19,-0.001,1,1.002,0.086,0,0,0,
41159,18:00:50,ALTITUDE_HOLD,0.1,0.12,0.12,-0.008,1,1.014,0.067,0,0,0,
41259,18:00:50,ALTITUDE_HOLD,0.1,0.15,0.15,-0.017,1,1.029,0.042,0,0,0,
41359,18:00:50,ALTITUDE_HOLD,0.1,0.16,0.16,-0.027,1,1.045,0.014,0,0,0,
41459,18:00:50,ALTITUDE_HOLD,0.1,0.15,0.15,-0.036,1,1.06,-0.014,0,0,0,
41559,18:00:51,ALTITUDE_HOLD,0.1,0.12,0.12,-0.043,1,1.072,-0.039,0,0,0,
41659,18:00:51,ALTITUDE_HOLD,0.1,0.17,0.17,-0.053,1,1.089,-0.072,0,0,0,
41759,18:00:51,ALTITUDE_HOLD,0.1,0.12,0.12,-0.061,1,1.101,-0.099,0,0,0,
41859,18:00:51,ALTITUDE_HOLD,0.1,0.12,0.12,-0.068,1,1.113,-0.127,0,0,0,
41959,18:00:51,ALTITUDE_HOLD,0.1,0.14,0.14,-0.076,1,1.127,-0.16,0,0,0,
42059,18:00:51,ALTITUDE_HOLD,0.1,0.1,0.1,-0.082,1,1.137,-0.187,0,0,0,
42159,18:00:51,ALTITUDE_HOLD,0.1,0.13,0.13,-0.09,1,1.15,-0.22,0,0,0,
42259,18:00:51,ALTITUDE_HOLD,0.1,0.1,0.1,-0.096,1,1.16,-0.25,0,0,0,
42359,18:00:51,ALTITUDE_HOLD,0.1,0.15,0.15,-0.105,1,1.175,-0.25,0,0,0,
42459,18:00:51,ALTITUDE_HOLD,0.1,0.13,0.13,-0.113,1,1.188,-0.25,0,0,0,
42559,18:00:52,ALTITUDE_HOLD,0.1,0.11,0.11,-0.119,1,1.199,-0.284,0,0,0,
42659,18:00:52,ALTITUDE_HOLD,0.1,0.1,0.1,-0.125,1,1.209,-0.284,0,0,0,
42759,18:00:52,ALTITUDE_HOLD,0.1,0.12,0.12,-0.133,1,1.221,-0.284,0,0,0,
42859,18:00:52,ALTITUDE_HOLD,0.1,0.08,0.08,-0.137,1,1.229,-0.317,0,0,0,
42961,18:00:52,ALTITUDE_HOLD,0.1,0.06,0.06,-0.141,1,1.235,-0.347,0,0,0,
43061,18:00:52,ALTITUDE_HOLD,0.1,0.16,0.16,-0.151,1,1.251,-0.347,0,0,0,
43161,18:00:52,ALTITUDE_HOLD,0.1,0.08,0.08,-0.155,1,1.259,-0.347,0,0,0,
43261,18:00:52,ALTITUDE_HOLD,0.1,0.1,0.1,-0.161,1,1.269,-0.347,0,0,0,
43361,18:00:52,ALTITUDE_HOLD,0.1,0.14,0.14,-0.17,1,1.283,-0.347,0,0,0,
43462,18:00:52,ALTITUDE_HOLD,0.1,0.05,0.05,-0.173,1,1.288,-0.347,0,0,0,
43562,18:00:53,ALTITUDE_HOLD,0.1,0.17,0.17,-0.183,1,1.305,-0.347,0,0,0,
43662,18:00:53,ALTITUDE_HOLD,0.1,0,0,-0.183,1,1.305,-0.374,0,0,0,
43762,18:00:53,ALTITUDE_HOLD,0.1,0.18,0.18,-0.194,1,1.323,-0.374,0,0,0,
43862,18:00:53,ALTITUDE_HOLD,0.1,-0.01,-0.01,-0.193,1,1.322,-0.402,0,0,0,
43962,18:00:53,ALTITUDE_HOLD,0.1,0.14,0.14,-0.202,1,1.336,-0.402,0,0,0,
44062,18:00:53,ALTITUDE_HOLD,0.1,0.04,0.04,-0.204,1,1.34,-0.402,0,0,0,
44162,18:00:53,ALTITUDE_HOLD,0.1,0.13,0.13,-0.212,1,1.353,-0.402,0,0,0,
44262,18:00:53,ALTITUDE_HOLD,0.1,0.01,0.01,-0.212,1,1.354,-0.402,0,0,0,
44362,18:00:53,ALTITUDE_HOLD,0.1,0.1,0.1,-0.218,1,1.364,-0.402,0,0,0,
44462,18:00:53,ALTITUDE_HOLD,0.1,-0.01,-0.01,-0.218,1,1.363,-0.402,0,0,0,
44562,18:00:54,ALTITUDE_HOLD,0.1,0.12,0.12,-0.225,1,1.375,-0.402,0,0,0,
44662,18:00:54,ALTITUDE_HOLD,0.1,0.03,0.03,-0.227,1,1.378,-0.402,0,0,0,
44762,18:00:54,ALTITUDE_HOLD,0.1,0.01,0.01,-0.227,1,1.379,-0.402,0,0,0,
44862,18:00:54,ALTITUDE_HOLD,0.1,0.08,0.08,-0.232,1,1.387,-0.402,0,0,0,
44962,18:00:54,ALTITUDE_HOLD,0.1,0.05,0.05,-0.235,1,1.392,-0.402,0,0,0,
45062,18:00:54,ALTITUDE_HOLD,0.1,0.06,0.06,-0.239,1,1.398,-0.402,0,0,0,
45162,18:00:54,ALTITUDE_HOLD,0.1,0.09,0.09,-0.244,1,1.407,-0.402,0,0,0,
45262,18:00:54,ALTITUDE_HOLD,0.1,-0.02,-0.02,-0.243,1,1.405,-0.402,0,0,0,
45362,18:00:54,ALTITUDE_HOLD,0.1,0.11,0.11,-0.25,1,1.416,-0.402,0,0,0,
45462,18:00:54,ALTITUDE_HOLD,0.102,-0.059,-0.059,-0.246,1,1.41,-0.402,0,0,0,
45562,18:00:55,ALTITUDE_HOLD,0.1,0.11,0.11,-0.253,1,1.421,-0.402,0,0,0,
45662,18:00:55,ALTITUDE_HOLD,0.1,0,0,-0.253,1,1.421,-0.402,0,0,0,
45762,18:00:55,ALTITUDE_HOLD,0.102,0.069,0.069,-0.257,1,1.428,-0.402,0,0,0,
45862,18:00:55,ALTITUDE_HOLD,0.1,-0.01,-0.01,-0.256,1,1.427,-0.402,0,0,0,
45962,18:00:55,ALTITUDE_HOLD,0.1,0.07,0.07,-0.26,1,1.434,-0.402,0,0,0,
46062,18:00:55,ALTITUDE_HOLD,0.1,-0.05,-0.05,-0.257,1,1.429,-0.402,0,0,0,
46162,18:00:55,ALTITUDE_HOLD,0.1,0.05,0.05,-0.26,1,1.434,-0.402,0,0,0,
46262,18:00:55,ALTITUDE_HOLD,0.1,-0.03,-0.03,-0.259,1,1.431,-0.402,0,0,0,
46362,18:00:55,ALTITUDE_HOLD,0.1,0.05,0.05,-0.262,1,1.436,-0.402,0,0,0,
46462,18:00:55,ALTITUDE_HOLD,0.1,-0.02,-0.02,-0.26,1,1.434,-0.402,0,0,0,
46562,18:00:56,ALTITUDE_HOLD,0.1,0.1,0.1,-0.266,1,1.444,-0.402,0,0,0,
46662,18:00:56,ALTITUDE_HOLD,0.1,-0.11,-0.11,-0.26,1,1.433,-0.424,0,0,0,
46762,18:00:56,ALTITUDE_HOLD,0.1,0.09,0.09,-0.265,1,1.442,-0.424,0,0,0,
46862,18:00:56,ALTITUDE_HOLD,0.1,-0.12,-0.12,-0.258,1,1.43,-0.445,0,0,0,
46962,18:00:56,ALTITUDE_HOLD,0.1,0.07,0.07,-0.262,1,1.437,-0.445,0,0,0,
47062,18:00:56,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.257,1,1.429,-0.445,0,0,0,
47162,18:00:56,ALTITUDE_HOLD,0.1,0.08,0.08,-0.262,1,1.437,-0.445,0,0,0,
47262,18:00:56,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.257,1,1.429,-0.445,0,0,0,
47362,18:00:56,ALTITUDE_HOLD,0.1,0.05,0.05,-0.26,1,1.434,-0.445,0,0,0,
47462,18:00:56,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.256,1,1.426,-0.445,0,0,0,
47562,18:00:57,ALTITUDE_HOLD,0.1,0.02,0.02,-0.257,1,1.428,-0.445,0,0,0,
47662,18:00:57,ALTITUDE_HOLD,0.1,-0.07,-0.07,-0.253,1,1.421,-0.445,0,0,0,
47762,18:00:57,ALTITUDE_HOLD,0.1,0.02,0.02,-0.254,1,1.423,-0.445,0,0,0,
47862,18:00:57,ALTITUDE_HOLD,0.1,-0.06,-0.06,-0.25,1,1.417,-0.445,0,0,0,
47962,18:00:57,ALTITUDE_HOLD,0.1,0.01,0.01,-0.251,1,1.418,-0.445,0,0,0,
48062,18:00:57,ALTITUDE_HOLD,0.1,-0.05,-0.05,-0.248,1,1.413,-0.445,0,0,0,
48162,18:00:57,ALTITUDE_HOLD,0.1,-0.03,-0.03,-0.246,1,1.41,-0.445,0,0,0,
48262,18:00:57,ALTITUDE_HOLD,0.1,-0.07,-0.07,-0.242,1,1.403,-0.445,0,0,0,
48362,18:00:57,ALTITUDE_HOLD,0.1,-0.02,-0.02,-0.241,1,1.401,-0.445,0,0,0,
48462,18:00:57,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.236,1,1.393,-0.468,0,0,0,
48562,18:00:58,ALTITUDE_HOLD,0.1,0.02,0.02,-0.237,1,1.395,-0.468,0,0,0,
48662,18:00:58,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.232,1,1.386,-0.489,0,0,0,
48762,18:00:58,ALTITUDE_HOLD,0.1,-0.03,-0.03,-0.23,1,1.383,-0.489,0,0,0,
48862,18:00:58,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.225,1,1.375,-0.511,0,0,0,
48962,18:00:58,ALTITUDE_HOLD,0.1,-0.04,-0.04,-0.223,1,1.371,-0.511,0,0,0,
49062,18:00:58,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.218,1,1.363,-0.532,0,0,0,
49162,18:00:58,ALTITUDE_HOLD,0.1,0,0,-0.218,1,1.363,-0.532,0,0,0,
49262,18:00:58,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.212,1,1.354,-0.55,0,0,0,
49362,18:00:58,ALTITUDE_HOLD,0.1,0,0,-0.212,1,1.354,-0.55,0,0,0,
49462,18:00:58,ALTITUDE_HOLD,0.1,-0.11,-0.11,-0.206,1,1.343,-0.565,0,0,0,
49562,18:00:59,ALTITUDE_HOLD,0.1,-0.04,-0.04,-0.203,1,1.339,-0.565,0,0,0,
49662,18:00:59,ALTITUDE_HOLD,0.1,-0.12,-0.12,-0.196,1,1.327,-0.576,0,0,0,
49762,18:00:59,ALTITUDE_HOLD,0.1,-0.02,-0.02,-0.195,1,1.325,-0.576,0,0,0,
49862,18:00:59,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.19,1,1.316,-0.591,0,0,0,
49962,18:00:59,ALTITUDE_HOLD,0.1,-0.04,-0.04,-0.187,1,1.312,-0.591,0,0,0,
50062,18:00:59,ALTITUDE_HOLD,0.1,-0.07,-0.07,-0.183,1,1.305,-0.608,0,0,0,
50162,18:00:59,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.178,1,1.296,-0.621,0,0,0,
50262,18:00:59,ALTITUDE_HOLD,0.1,-0.04,-0.04,-0.175,1,1.292,-0.621,0,0,0,
50362,18:00:59,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.169,1,1.282,-0.631,0,0,0,
50462,18:00:59,ALTITUDE_HOLD,0.1,-0.06,-0.06,-0.166,1,1.276,-0.647,0,0,0,
50562,18:01:00,ALTITUDE_HOLD,0.1,-0.05,-0.05,-0.163,1,1.271,-0.647,0,0,0,
50662,18:01:00,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.157,1,1.262,-0.657,0,0,0,
50762,18:01:00,ALTITUDE_HOLD,0.1,-0.07,-0.07,-0.153,1,1.255,-0.67,0,0,0,
50862,18:01:00,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.147,1,1.245,-0.677,0,0,0,
50962,18:01:00,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.141,1,1.235,-0.683,0,0,0,
51062,18:01:00,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.135,1,1.225,-0.688,0,0,0,
51162,18:01:00,ALTITUDE_HOLD,0.1,-0.05,-0.05,-0.132,1,1.22,-0.701,0,0,0,
51262,18:01:00,ALTITUDE_HOLD,0.1,-0.12,-0.12,-0.125,1,1.208,-0.701,0,0,0,
51362,18:01:00,ALTITUDE_HOLD,0.1,-0.03,-0.03,-0.123,1,1.205,-0.701,0,0,0,
51462,18:01:00,ALTITUDE_HOLD,0.1,-0.13,-0.13,-0.115,1,1.192,-0.699,0,0,0,
51562,18:01:01,ALTITUDE_HOLD,0.1,-0.06,-0.06,-0.112,1,1.186,-0.707,0,0,0,
51662,18:01:01,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.106,1,1.177,-0.709,0,0,0,
51762,18:01:01,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.101,1,1.168,-0.711,0,0,0,
51862,18:01:01,ALTITUDE_HOLD,0.1,-0.04,-0.04,-0.098,1,1.164,-0.72,0,0,0,
51962,18:01:01,ALTITUDE_HOLD,0.1,-0.14,-0.14,-0.09,1,1.15,-0.712,0,0,0,
52062,18:01:01,ALTITUDE_HOLD,0.1,-0.04,-0.04,-0.088,1,1.146,-0.719,0,0,0,
52162,18:01:01,ALTITUDE_HOLD,0.1,-0.13,-0.13,-0.08,1,1.133,-0.712,0,0,0,
52262,18:01:01,ALTITUDE_HOLD,0.1,-0.07,-0.07,-0.076,1,1.126,-0.713,0,0,0,
52362,18:01:01,ALTITUDE_HOLD,0.1,-0.11,-0.11,-0.069,1,1.115,-0.706,0,0,0,
52462,18:01:01,ALTITUDE_HOLD,0.1,-0.08,-0.08,-0.064,1,1.107,-0.704,0,0,0,
52562,18:01:02,ALTITUDE_HOLD,0.1,-0.12,-0.12,-0.057,1,1.095,-0.695,0,0,0,
52662,18:01:02,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.051,1,1.085,-0.687,0,0,0,
52762,18:01:02,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.045,1,1.075,-0.679,0,0,0,
52862,18:01:02,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.04,1,1.066,-0.671,0,0,0,
52962,18:01:02,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.034,1,1.056,-0.662,0,0,0,
53062,18:01:02,ALTITUDE_HOLD,0.1,-0.1,-0.1,-0.028,1,1.046,-0.651,0,0,0,
53162,18:01:02,ALTITUDE_HOLD,0.1,-0.07,-0.07,-0.023,1,1.039,-0.644,0,0,0,
53262,18:01:02,ALTITUDE_HOLD,0.1,-0.12,-0.12,-0.016,1,1.027,-0.628,0,0,0,
53362,18:01:02,ALTITUDE_HOLD,0.1,-0.06,-0.06,-0.013,1,1.021,-0.621,0,0,0,
53462,18:01:02,ALTITUDE_HOLD,0.1,-0.11,-0.11,-0.006,1,1.01,-0.605,0,0,0,
53562,18:01:03,ALTITUDE_HOLD,0.1,-0.09,-0.09,-0.001,1,1.001,-0.592,0,0,0,
53662,18:01:03,ALTITUDE_HOLD,0.1,-0.12,-0.12,0.007,1,0.989,-0.591,0,0,0,
53762,18:01:03,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.012,1,0.98,-0.59,0,0,0,
53862,18:01:03,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.019,1,0.969,-0.589,0,0,0,
53962,18:01:03,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.024,1,0.96,-0.588,0,0,0,
54062,18:01:03,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.029,1,0.951,-0.587,0,0,0,
54162,18:01:03,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.032,1,0.946,-0.586,0,0,0,
54262,18:01:03,ALTITUDE_HOLD,0.1,-0.14,-0.14,0.041,1,0.932,-0.584,0,0,0,
54362,18:01:03,ALTITUDE_HOLD,0.1,-0.04,-0.04,0.043,1,0.928,-0.584,0,0,0,
54462,18:01:03,ALTITUDE_HOLD,0.1,-0.15,-0.15,0.052,1,0.913,-0.582,0,0,0,
54562,18:01:04,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.057,1,0.905,-0.58,0,0,0,
54662,18:01:04,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.063,1,0.895,-0.579,0,0,0,
54762,18:01:04,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.069,1,0.885,-0.578,0,0,0,
54862,18:01:04,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.074,1,0.877,-0.576,0,0,0,
54962,18:01:04,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.08,1,0.866,-0.574,0,0,0,
55062,18:01:04,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.086,1,0.857,-0.573,0,0,0,
55162,18:01:04,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.092,1,0.847,-0.571,0,0,0,
55262,18:01:04,ALTITUDE_HOLD,0.1,-0.12,-0.12,0.099,1,0.835,-0.569,0,0,0,
55362,18:01:04,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.103,1,0.828,-0.568,0,0,0,
55462,18:01:04,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.11,1,0.817,-0.566,0,0,0,
55562,18:01:05,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.113,1,0.811,-0.564,0,0,0,
55662,18:01:05,ALTITUDE_HOLD,0.1,-0.13,-0.13,0.121,1,0.798,-0.562,0,0,0,
55762,18:01:05,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.125,1,0.792,-0.56,0,0,0,
55862,18:01:05,ALTITUDE_HOLD,0.1,-0.12,-0.12,0.132,1,0.78,-0.558,0,0,0,
55962,18:01:05,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.138,1,0.77,-0.556,0,0,0,
56062,18:01:05,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.144,1,0.76,-0.553,0,0,0,
56162,18:01:05,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.149,1,0.752,-0.551,0,0,0,
56262,18:01:05,ALTITUDE_HOLD,0.1,-0.12,-0.12,0.156,1,0.74,-0.549,0,0,0,
56362,18:01:05,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.159,1,0.735,-0.547,0,0,0,
56462,18:01:05,ALTITUDE_HOLD,0.102,-0.078,-0.078,0.164,1,0.727,-0.545,0,0,0,
56562,18:01:06,ALTITUDE_HOLD,0.1,-0.14,-0.14,0.172,1,0.713,-0.542,0,0,0,
56662,18:01:06,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.177,1,0.705,-0.54,0,0,0,
56762,18:01:06,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.184,1,0.694,-0.537,0,0,0,
56862,18:01:06,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.19,1,0.684,-0.534,0,0,0,
56962,18:01:06,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.196,1,0.674,-0.532,0,0,0,
57062,18:01:06,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.2,1,0.666,-0.529,0,0,0,
57162,18:01:06,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.207,1,0.655,-0.526,0,0,0,
57262,18:01:06,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.211,1,0.649,-0.524,0,0,0,
57362,18:01:06,ALTITUDE_HOLD,0.1,-0.13,-0.13,0.218,1,0.636,-0.521,0,0,0,
57462,18:01:06,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.221,1,0.631,-0.518,0,0,0,
57562,18:01:07,ALTITUDE_HOLD,0.1,-0.13,-0.13,0.229,1,0.618,-0.515,0,0,0,
57662,18:01:07,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.232,1,0.613,-0.513,0,0,0,
57762,18:01:07,ALTITUDE_HOLD,0.1,-0.12,-0.12,0.239,1,0.601,-0.509,0,0,0,
57862,18:01:07,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.243,1,0.595,-0.507,0,0,0,
57962,18:01:07,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.249,1,0.585,-0.504,0,0,0,
58062,18:01:07,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.254,1,0.577,-0.501,0,0,0,
58162,18:01:07,ALTITUDE_HOLD,0.1,-0.1,-0.1,0.26,1,0.567,-0.497,0,0,0,
58262,18:01:07,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.264,1,0.56,-0.494,0,0,0,
58362,18:01:07,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.271,1,0.549,-0.491,0,0,0,
58462,18:01:07,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.275,1,0.542,-0.488,0,0,0,
58562,18:01:08,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.281,1,0.531,-0.484,0,0,0,
58662,18:01:08,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.285,1,0.525,-0.481,0,0,0,
58762,18:01:08,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.292,1,0.514,-0.478,0,0,0,
58862,18:01:08,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.296,1,0.507,-0.474,0,0,0,
58962,18:01:08,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.302,1,0.496,-0.471,0,0,0,
59062,18:01:08,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.307,1,0.489,-0.467,0,0,0,
59162,18:01:08,ALTITUDE_HOLD,0.1,-0.11,-0.11,0.313,1,0.478,-0.463,0,0,0,
59262,18:01:08,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.316,1,0.473,-0.46,0,0,0,
59362,18:01:08,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.322,1,0.464,-0.456,0,0,0,
59462,18:01:08,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.326,1,0.457,-0.453,0,0,0,
59562,18:01:09,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.331,1,0.449,-0.449,0,0,0,
59662,18:01:09,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.336,1,0.44,-0.445,0,0,0,
59762,18:01:09,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.34,1,0.433,-0.442,0,0,0,
59862,18:01:09,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.346,1,0.424,-0.438,0,0,0,
59962,18:01:09,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.35,1,0.417,-0.434,0,0,0,
60062,18:01:09,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.353,1,0.411,-0.43,0,0,0,
60162,18:01:09,ALTITUDE_HOLD,0.1,-0.09,-0.09,0.359,1,0.402,-0.426,0,0,0,
60262,18:01:09,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.363,1,0.395,-0.422,0,0,0,
60362,18:01:09,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.368,1,0.387,-0.418,0,0,0,
60462,18:01:09,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.371,1,0.382,-0.414,0,0,0,
60562,18:01:10,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.375,1,0.375,-0.41,0,0,0,
60662,18:01:10,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.379,1,0.368,-0.406,0,0,0,
60762,18:01:10,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.383,1,0.361,-0.402,0,0,0,
60862,18:01:10,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.388,1,0.354,-0.398,0,0,0,
60962,18:01:10,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.392,1,0.346,-0.394,0,0,0,
61062,18:01:10,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.395,1,0.341,-0.39,0,0,0,
61162,18:01:10,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.4,1,0.334,-0.386,0,0,0,
61262,18:01:10,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.404,1,0.326,-0.381,0,0,0,
61362,18:01:10,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.409,1,0.319,-0.377,0,0,0,
61462,18:01:10,ALTITUDE_HOLD,0.1,-0.06,-0.06,0.412,1,0.313,-0.373,0,0,0,
61562,18:01:11,ALTITUDE_HOLD,0.1,-0.08,-0.08,0.417,1,0.305,-0.368,0,0,0,
61662,18:01:11,ALTITUDE_HOLD,0.1,-0.05,-0.05,0.42,1,0.3,-0.364,0,0,0,
61762,18:01:11,ALTITUDE_HOLD,0.1,-0.07,-0.07,0.424,1,0.293,-0.36,0,0,0,
