millis,time,mode,v_raw,v_hat,v_ref,z_ref,z_meas,u_intVertical,u_pi,leftThrust,rightThrust,verticalThrust
3775,16:40:42,SAFETY,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
3875,16:40:42,SAFETY,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000
3975,16:40:42,SAFETY,0.000,0.000,0.000,0.500,1.574,0.000,0.000,0.000,0.000,0.000
4075,16:40:42,SAFETY,0.000,0.000,0.000,0.500,1.564,0.000,0.000,0.000,0.000,0.000
4175,16:40:42,SAFETY,0.000,0.000,0.000,0.500,1.565,0.000,0.000,0.000,0.000,0.000
4275,16:40:42,SAFETY,0.000,0.000,0.000,0.500,1.552,0.000,0.000,0.000,0.000,0.000
4375,16:40:42,SAFETY,0.000,0.000,0.000,0.500,1.552,0.000,0.000,0.000,0.000,0.000
4475,16:40:42,SAFETY,0.000,0.000,0.000,0.500,1.524,0.000,0.000,0.000,0.000,0.000
4575,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.524,0.000,0.000,0.000,0.000,0.000
4675,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.489,0.000,0.000,0.000,0.000,0.000
4775,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.482,0.000,0.000,0.000,0.000,0.000
4875,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.452,0.000,0.000,0.000,0.000,0.000
4975,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.444,0.000,0.000,0.000,0.000,0.000
5075,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.413,0.000,0.000,0.000,0.000,0.000
5175,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.399,0.000,0.000,0.000,0.000,0.000
5275,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.369,0.000,0.000,0.000,0.000,0.000
5375,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.348,0.000,0.000,0.000,0.000,0.000
5475,16:40:43,SAFETY,0.000,0.000,0.000,0.500,1.317,0.000,0.000,0.000,0.000,0.000
5575,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.297,0.000,0.000,0.000,0.000,0.000
5675,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.270,0.000,0.000,0.000,0.000,0.000
5775,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.245,0.000,0.000,0.000,0.000,0.000
5875,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.217,0.000,0.000,0.000,0.000,0.000
5975,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.188,0.000,0.000,0.000,0.000,0.000
6075,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.152,0.000,0.000,0.000,0.000,0.000
6175,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.121,0.000,0.000,0.000,0.000,0.000
6275,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.086,0.000,0.000,0.000,0.000,0.000
6375,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.057,0.000,0.000,0.000,0.000,0.000
6475,16:40:44,SAFETY,0.000,0.000,0.000,0.500,1.025,0.000,0.000,0.000,0.000,0.000
6575,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.997,0.000,0.000,0.000,0.000,0.000
6675,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.969,0.000,0.000,0.000,0.000,0.000
6775,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.940,0.000,0.000,0.000,0.000,0.000
6875,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.913,0.000,0.000,0.000,0.000,0.000
6975,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.887,0.000,0.000,0.000,0.000,0.000
7075,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.862,0.000,0.000,0.000,0.000,0.000
7175,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.838,0.000,0.000,0.000,0.000,0.000
7275,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.812,0.000,0.000,0.000,0.000,0.000
7375,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.784,0.000,0.000,0.000,0.000,0.000
7475,16:40:45,SAFETY,0.000,0.000,0.000,0.500,0.758,0.000,0.000,0.000,0.000,0.000
7575,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.727,0.000,0.000,0.000,0.000,0.000
7675,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.705,0.000,0.000,0.000,0.000,0.000
7775,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.680,0.000,0.000,0.000,0.000,0.000
7875,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.657,0.000,0.000,0.000,0.000,0.000
7975,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.636,0.000,0.000,0.000,0.000,0.000
8075,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.613,0.000,0.000,0.000,0.000,0.000
8175,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.591,0.000,0.000,0.000,0.000,0.000
8275,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.571,0.000,0.000,0.000,0.000,0.000
8375,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.547,0.000,0.000,0.000,0.000,0.000
8475,16:40:46,SAFETY,0.000,0.000,0.000,0.500,0.525,0.000,0.000,0.000,0.000,0.000
8575,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.501,0.000,0.000,0.000,0.000,0.000
8675,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.478,0.000,0.000,0.000,0.000,0.000
8775,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.457,0.000,0.000,0.000,0.000,0.000
8875,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.436,0.000,0.000,0.000,0.000,0.000
8975,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.417,0.000,0.000,0.000,0.000,0.000
9075,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.397,0.000,0.000,0.000,0.000,0.000
9175,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.380,0.000,0.000,0.000,0.000,0.000
9275,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.361,0.000,0.000,0.000,0.000,0.000
9375,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.344,0.000,0.000,0.000,0.000,0.000
9475,16:40:47,SAFETY,0.000,0.000,0.000,0.500,0.328,0.000,0.000,0.000,0.000,0.000
9575,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.309,0.000,0.000,0.000,0.000,0.000
9675,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.290,0.000,0.000,0.000,0.000,0.000
9775,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.266,0.000,0.000,0.000,0.000,0.000
9875,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.246,0.000,0.000,0.000,0.000,0.000
9975,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.223,0.000,0.000,0.000,0.000,0.000
10075,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.203,0.000,0.000,0.000,0.000,0.000
10175,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.181,0.000,0.000,0.000,0.000,0.000
10275,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.159,0.000,0.000,0.000,0.000,0.000
10375,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.137,0.000,0.000,0.000,0.000,0.000
10475,16:40:48,SAFETY,0.000,0.000,0.000,0.500,0.113,0.000,0.000,0.000,0.000,0.000
10575,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.095,0.000,0.000,0.000,0.000,0.000
10675,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.069,0.000,0.000,0.000,0.000,0.000
10775,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.044,0.000,0.000,0.000,0.000,0.000
10875,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.032,0.000,0.000,0.000,0.000,0.000
10975,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.026,0.000,0.000,0.000,0.000,0.000
11075,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.022,0.000,0.000,0.000,0.000,0.000
11175,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.023,0.000,0.000,0.000,0.000,0.000
11275,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
11375,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
11475,16:40:49,SAFETY,0.000,0.000,0.000,0.500,0.022,0.000,0.000,0.000,0.000,0.000
11575,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
11675,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.023,0.000,0.000,0.000,0.000,0.000
11775,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
11875,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
11975,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
12075,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.023,0.000,0.000,0.000,0.000,0.000
12175,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.025,0.000,0.000,0.000,0.000,0.000
12275,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.024,0.000,0.000,0.000,0.000,0.000
12375,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.026,0.000,0.000,0.000,0.000,0.000
12475,16:40:50,SAFETY,0.000,0.000,0.000,0.500,0.027,0.000,0.000,0.000,0.000,0.000
12575,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.027,0.000,0.000,0.000,0.000,0.000
12675,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.028,0.000,0.000,0.000,0.000,0.000
12775,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.029,0.000,0.000,0.000,0.000,0.000
12875,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.029,0.000,0.000,0.000,0.000,0.000
12975,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.032,0.000,0.000,0.000,0.000,0.000
13075,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.032,0.000,0.000,0.000,0.000,0.000
13175,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.035,0.000,0.000,0.000,0.000,0.000
13275,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.035,0.000,0.000,0.000,0.000,0.000
13375,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.036,0.000,0.000,0.000,0.000,0.000
13475,16:40:51,SAFETY,0.000,0.000,0.000,0.500,0.037,0.000,0.000,0.000,0.000,0.000
13575,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.039,0.000,0.000,0.000,0.000,0.000
13675,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.040,0.000,0.000,0.000,0.000,0.000
13775,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.044,0.000,0.000,0.000,0.000,0.000
13875,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.044,0.000,0.000,0.000,0.000,0.000
13975,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.048,0.000,0.000,0.000,0.000,0.000
14075,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.049,0.000,0.000,0.000,0.000,0.000
14175,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.053,0.000,0.000,0.000,0.000,0.000
14275,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.057,0.000,0.000,0.000,0.000,0.000
14377,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.062,0.000,0.000,0.000,0.000,0.000
14477,16:40:52,SAFETY,0.000,0.000,0.000,0.500,0.065,0.000,0.000,0.000,0.000,0.000
14577,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.070,0.000,0.000,0.000,0.000,0.000
14677,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.073,0.000,0.000,0.000,0.000,0.000
14777,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.080,0.000,0.000,0.000,0.000,0.000
14877,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.083,0.000,0.000,0.000,0.000,0.000
14977,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.090,0.000,0.000,0.000,0.000,0.000
15079,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.092,0.000,0.000,0.000,0.000,0.000
15179,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.099,0.000,0.000,0.000,0.000,0.000
15279,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.104,0.000,0.000,0.000,0.000,0.000
15379,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.112,0.000,0.000,0.000,0.000,0.000
15479,16:40:53,SAFETY,0.000,0.000,0.000,0.500,0.119,0.000,0.000,0.000,0.000,0.000
15579,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.128,0.000,0.000,0.000,0.000,0.000
15679,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.134,0.000,0.000,0.000,0.000,0.000
15781,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.142,0.000,0.000,0.000,0.000,0.000
15881,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.147,0.000,0.000,0.000,0.000,0.000
15981,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.155,0.000,0.000,0.000,0.000,0.000
16081,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.161,0.000,0.000,0.000,0.000,0.000
16181,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.170,0.000,0.000,0.000,0.000,0.000
16281,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.176,0.000,0.000,0.000,0.000,0.000
16381,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.186,0.000,0.000,0.000,0.000,0.000
16484,16:40:54,SAFETY,0.000,0.000,0.000,0.500,0.191,0.000,0.000,0.000,0.000,0.000
16584,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.201,0.000,0.000,0.000,0.000,0.000
16684,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.208,0.000,0.000,0.000,0.000,0.000
16784,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.218,0.000,0.000,0.000,0.000,0.000
16884,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.226,0.000,0.000,0.000,0.000,0.000
16984,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.236,0.000,0.000,0.000,0.000,0.000
17084,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.243,0.000,0.000,0.000,0.000,0.000
17184,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.253,0.000,0.000,0.000,0.000,0.000
17284,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.261,0.000,0.000,0.000,0.000,0.000
17384,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.271,0.000,0.000,0.000,0.000,0.000
17484,16:40:55,SAFETY,0.000,0.000,0.000,0.500,0.278,0.000,0.000,0.000,0.000,0.000
17584,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.290,0.000,0.000,0.000,0.000,0.000
17684,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.297,0.000,0.000,0.000,0.000,0.000
17784,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.308,0.000,0.000,0.000,0.000,0.000
17884,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.315,0.000,0.000,0.000,0.000,0.000
17984,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.324,0.000,0.000,0.000,0.000,0.000
18084,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.337,0.000,0.000,0.000,0.000,0.000
18184,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.347,0.000,0.000,0.000,0.000,0.000
18284,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.357,0.000,0.000,0.000,0.000,0.000
18384,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.367,0.000,0.000,0.000,0.000,0.000
18484,16:40:56,SAFETY,0.000,0.000,0.000,0.500,0.378,0.000,0.000,0.000,0.000,0.000
18584,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.385,0.000,0.000,0.000,0.000,0.000
18684,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.400,0.000,0.000,0.000,0.000,0.000
18784,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.406,0.000,0.000,0.000,0.000,0.000
18884,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.420,0.000,0.000,0.000,0.000,0.000
18984,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.428,0.000,0.000,0.000,0.000,0.000
19084,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.440,0.000,0.000,0.000,0.000,0.000
19184,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.449,0.000,0.000,0.000,0.000,0.000
19284,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.461,0.000,0.000,0.000,0.000,0.000
19384,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.468,0.000,0.000,0.000,0.000,0.000
19484,16:40:57,SAFETY,0.000,0.000,0.000,0.500,0.482,0.000,0.000,0.000,0.000,0.000
19584,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.490,0.000,0.000,0.000,0.000,0.000
19684,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.505,0.000,0.000,0.000,0.000,0.000
19784,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.510,0.000,0.000,0.000,0.000,0.000
19884,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.526,0.000,0.000,0.000,0.000,0.000
19984,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.533,0.000,0.000,0.000,0.000,0.000
20084,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.546,0.000,0.000,0.000,0.000,0.000
20184,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.555,0.000,0.000,0.000,0.000,0.000
20284,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.568,0.000,0.000,0.000,0.000,0.000
20384,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.576,0.000,0.000,0.000,0.000,0.000
20484,16:40:58,SAFETY,0.000,0.000,0.000,0.500,0.589,0.000,0.000,0.000,0.000,0.000
20584,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.597,0.000,0.000,0.000,0.000,0.000
20684,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.610,0.000,0.000,0.000,0.000,0.000
20784,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.619,0.000,0.000,0.000,0.000,0.000
20884,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.632,0.000,0.000,0.000,0.000,0.000
20984,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.639,0.000,0.000,0.000,0.000,0.000
21084,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.653,0.000,0.000,0.000,0.000,0.000
21184,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.658,0.000,0.000,0.000,0.000,0.000
21284,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.672,0.000,0.000,0.000,0.000,0.000
21384,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.679,0.000,0.000,0.000,0.000,0.000
21484,16:40:59,SAFETY,0.000,0.000,0.000,0.500,0.691,0.000,0.000,0.000,0.000,0.000
21584,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.700,0.000,0.000,0.000,0.000,0.000
21684,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.709,0.000,0.000,0.000,0.000,0.000
21784,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.720,0.000,0.000,0.000,0.000,0.000
21884,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.733,0.000,0.000,0.000,0.000,0.000
21984,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.739,0.000,0.000,0.000,0.000,0.000
22084,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.754,0.000,0.000,0.000,0.000,0.000
22184,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.759,0.000,0.000,0.000,0.000,0.000
22284,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.772,0.000,0.000,0.000,0.000,0.000
22384,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.781,0.000,0.000,0.000,0.000,0.000
22484,16:41:00,SAFETY,0.000,0.000,0.000,0.500,0.792,0.000,0.000,0.000,0.000,0.000
22584,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.801,0.000,0.000,0.000,0.000,0.000
22684,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.812,0.000,0.000,0.000,0.000,0.000
22784,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.819,0.000,0.000,0.000,0.000,0.000
22884,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.832,0.000,0.000,0.000,0.000,0.000
22984,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.838,0.000,0.000,0.000,0.000,0.000
23084,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.849,0.000,0.000,0.000,0.000,0.000
23184,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.855,0.000,0.000,0.000,0.000,0.000
23284,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.866,0.000,0.000,0.000,0.000,0.000
23384,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.875,0.000,0.000,0.000,0.000,0.000
23484,16:41:01,SAFETY,0.000,0.000,0.000,0.500,0.886,0.000,0.000,0.000,0.000,0.000
23584,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.895,0.000,0.000,0.000,0.000,0.000
23684,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.905,0.000,0.000,0.000,0.000,0.000
23784,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.911,0.000,0.000,0.000,0.000,0.000
23884,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.920,0.000,0.000,0.000,0.000,0.000
23984,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.928,0.000,0.000,0.000,0.000,0.000
24084,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.938,0.000,0.000,0.000,0.000,0.000
24184,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.948,0.000,0.000,0.000,0.000,0.000
24284,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.957,0.000,0.000,0.000,0.000,0.000
24384,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.964,0.000,0.000,0.000,0.000,0.000
24484,16:41:02,SAFETY,0.000,0.000,0.000,0.500,0.972,0.000,0.000,0.000,0.000,0.000
24584,16:41:03,SAFETY,0.000,0.000,0.000,0.500,0.982,0.000,0.000,0.000,0.000,0.000
24684,16:41:03,SAFETY,0.000,0.000,0.000,0.500,0.991,0.000,0.000,0.000,0.000,0.000
24784,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.000
24884,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.009,0.000,0.000,0.000,0.000,0.000
24984,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.019,0.000,0.000,0.000,0.000,0.000
25084,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.025,0.000,0.000,0.000,0.000,0.000
25184,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.035,0.000,0.000,0.000,0.000,0.000
25284,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.039,0.000,0.000,0.000,0.000,0.000
25384,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.050,0.000,0.000,0.000,0.000,0.000
25484,16:41:03,SAFETY,0.000,0.000,0.000,0.500,1.052,0.000,0.000,0.000,0.000,0.000
25584,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.064,0.000,0.000,0.000,0.000,0.000
25684,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.071,0.000,0.000,0.000,0.000,0.000
25784,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.078,0.000,0.000,0.000,0.000,0.000
25884,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.090,0.000,0.000,0.000,0.000,0.000
25984,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.092,0.000,0.000,0.000,0.000,0.000
26084,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.102,0.000,0.000,0.000,0.000,0.000
26184,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.106,0.000,0.000,0.000,0.000,0.000
26284,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.112,0.000,0.000,0.000,0.000,0.000
26384,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.122,0.000,0.000,0.000,0.000,0.000
26484,16:41:04,SAFETY,0.000,0.000,0.000,0.500,1.130,0.000,0.000,0.000,0.000,0.000
26584,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.139,0.000,0.000,0.000,0.000,0.000
26684,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.142,0.000,0.000,0.000,0.000,0.000
26784,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.156,0.000,0.000,0.000,0.000,0.000
26884,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.155,0.000,0.000,0.000,0.000,0.000
26984,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.166,0.000,0.000,0.000,0.000,0.000
27084,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.171,0.000,0.000,0.000,0.000,0.000
27184,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.174,0.000,0.000,0.000,0.000,0.000
27284,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.180,0.000,0.000,0.000,0.000,0.000
27384,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.187,0.000,0.000,0.000,0.000,0.000
27484,16:41:05,SAFETY,0.000,0.000,0.000,0.500,1.194,0.000,0.000,0.000,0.000,0.000
27584,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.200,0.000,0.000,0.000,0.000,0.000
27684,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.208,0.000,0.000,0.000,0.000,0.000
27784,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.211,0.000,0.000,0.000,0.000,0.000
27884,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.218,0.000,0.000,0.000,0.000,0.000
27984,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.224,0.000,0.000,0.000,0.000,0.000
28084,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.226,0.000,0.000,0.000,0.000,0.000
28184,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.236,0.000,0.000,0.000,0.000,0.000
28284,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.236,0.000,0.000,0.000,0.000,0.000
28384,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.246,0.000,0.000,0.000,0.000,0.000
28484,16:41:06,SAFETY,0.000,0.000,0.000,0.500,1.244,0.000,0.000,0.000,0.000,0.000
28584,16:41:07,SAFETY,0.000,0.000,0.000,0.500,1.258,0.000,0.000,0.000,0.000,0.000
28684,16:41:07,SAFETY,0.000,0.000,0.000,0.500,1.253,0.000,0.000,0.000,0.000,0.000
28784,16:41:07,SAFETY,0.000,0.000,0.000,0.500,1.269,0.000,0.000,0.000,0.000,0.000
28884,16:41:07,SAFETY,0.000,0.000,0.000,0.500,1.267,0.000,0.000,0.000,0.000,0.000
28984,16:41:07,SAFETY,0.000,0.000,0.000,0.500,1.274,0.000,0.000,0.000,0.000,0.000
