millis,time,mode,v_raw,v_hat,v_ref,z_ref,z_meas,u_intVertical,u_pi,leftThrust,rightThrust,verticalThrust
63886,16:41:42,ALTITUDE_HOLD,0.000,-0.056,-0.208,1.500,1.847,-0.439,-0.911,0.000,0.000,0.000
63986,16:41:42,ALTITUDE_HOLD,0.000,0.026,-0.213,1.500,1.855,-0.448,-1.000,0.000,0.000,0.000
64086,16:41:42,ALTITUDE_HOLD,0.000,-0.012,-0.211,1.500,1.851,-0.452,-1.000,0.000,0.000,0.000
64186,16:41:42,ALTITUDE_HOLD,0.000,0.018,-0.219,1.500,1.865,-0.454,-1.000,0.000,0.000,0.000
64286,16:41:42,ALTITUDE_HOLD,0.000,-0.036,-0.211,1.500,1.852,-0.452,-0.996,0.000,0.000,0.000
64386,16:41:42,ALTITUDE_HOLD,0.000,0.011,-0.217,1.500,1.861,-0.453,-1.000,0.000,0.000,0.000
64486,16:41:42,ALTITUDE_HOLD,0.000,-0.026,-0.211,1.500,1.852,-0.453,-1.000,0.000,0.000,0.000
64586,16:41:43,ALTITUDE_HOLD,0.000,0.042,-0.218,1.500,1.863,-0.454,-1.000,0.000,0.000,0.000
64686,16:41:43,ALTITUDE_HOLD,0.000,-0.031,-0.211,1.500,1.851,-0.453,-1.000,0.000,0.000,0.000
64786,16:41:43,ALTITUDE_HOLD,0.000,0.019,-0.218,1.500,1.863,-0.454,-1.000,0.000,0.000,0.000
64886,16:41:43,ALTITUDE_HOLD,0.000,-0.015,-0.208,1.500,1.846,-0.452,-1.000,0.000,0.000,0.000
64986,16:41:43,ALTITUDE_HOLD,0.000,0.032,-0.210,1.500,1.850,-0.452,-1.000,0.000,0.000,0.000
65086,16:41:43,ALTITUDE_HOLD,0.000,0.007,-0.206,1.500,1.844,-0.453,-1.000,0.000,0.000,0.000
65186,16:41:43,ALTITUDE_HOLD,0.000,-0.012,-0.203,1.500,1.838,-0.457,-1.000,0.000,0.000,0.000
65286,16:41:43,ALTITUDE_HOLD,0.000,0.006,-0.207,1.500,1.845,-0.459,-1.000,0.000,0.000,0.000
65386,16:41:43,ALTITUDE_HOLD,0.000,-0.008,-0.206,1.500,1.843,-0.463,-1.000,0.000,0.000,0.000
65486,16:41:43,ALTITUDE_HOLD,0.000,-0.012,-0.208,1.500,1.846,-0.465,-1.000,0.000,0.000,0.000
65586,16:41:44,ALTITUDE_HOLD,0.000,0.009,-0.209,1.500,1.848,-0.466,-1.000,0.000,0.000,0.000
65686,16:41:44,ALTITUDE_HOLD,0.000,-0.022,-0.203,1.500,1.839,-0.469,-1.000,0.000,0.000,0.000
65786,16:41:44,ALTITUDE_HOLD,0.000,0.010,-0.207,1.500,1.845,-0.470,-1.000,0.000,0.000,0.000
65886,16:41:44,ALTITUDE_HOLD,0.000,-0.012,-0.199,1.500,1.831,-0.470,-1.000,0.000,0.000,0.000
65986,16:41:44,ALTITUDE_HOLD,0.000,0.028,-0.206,1.500,1.844,-0.469,-1.000,0.000,0.000,0.000
66086,16:41:44,ALTITUDE_HOLD,0.000,-0.073,-0.191,1.500,1.819,-0.462,-0.830,0.000,0.000,0.000
66186,16:41:44,ALTITUDE_HOLD,0.000,0.010,-0.196,1.500,1.826,-0.467,-1.000,0.000,0.000,0.000
66286,16:41:44,ALTITUDE_HOLD,0.000,-0.009,-0.187,1.500,1.811,-0.469,-1.000,0.000,0.000,0.000
66386,16:41:44,ALTITUDE_HOLD,0.000,-0.005,-0.185,1.500,1.808,-0.472,-1.000,0.000,0.000,0.000
66486,16:41:44,ALTITUDE_HOLD,0.000,0.014,-0.187,1.500,1.811,-0.475,-1.000,0.000,0.000,0.000
66586,16:41:45,ALTITUDE_HOLD,0.000,0.005,-0.185,1.500,1.809,-0.480,-1.000,0.000,0.000,0.000
66686,16:41:45,ALTITUDE_HOLD,0.000,-0.006,-0.181,1.500,1.801,-0.486,-1.000,0.000,0.000,0.000
66786,16:41:45,ALTITUDE_HOLD,0.000,-0.005,-0.178,1.500,1.796,-0.491,-1.000,0.000,0.000,0.000
66886,16:41:45,ALTITUDE_HOLD,0.000,-0.007,-0.173,1.500,1.789,-0.497,-1.000,0.000,0.000,0.000
66986,16:41:45,ALTITUDE_HOLD,0.000,-0.007,-0.168,1.500,1.780,-0.504,-1.000,0.000,0.000,0.000
67086,16:41:45,ALTITUDE_HOLD,0.000,-0.000,-0.167,1.500,1.779,-0.508,-1.000,0.000,0.000,0.000
67186,16:41:45,ALTITUDE_HOLD,0.000,0.005,-0.166,1.500,1.776,-0.510,-1.000,0.000,0.000,0.000
67286,16:41:45,ALTITUDE_HOLD,0.000,-0.033,-0.157,1.500,1.761,-0.509,-0.893,0.000,0.000,0.000
67386,16:41:45,ALTITUDE_HOLD,0.000,-0.000,-0.155,1.500,1.758,-0.524,-1.000,0.000,0.000,0.000
67486,16:41:45,ALTITUDE_HOLD,0.000,-0.010,-0.149,1.500,1.749,-0.533,-0.965,0.000,0.000,0.000
67586,16:41:46,ALTITUDE_HOLD,0.000,0.024,-0.155,1.500,1.759,-0.546,-1.000,0.000,0.000,0.000
67686,16:41:46,ALTITUDE_HOLD,0.000,-0.025,-0.143,1.500,1.739,-0.539,-0.905,0.000,0.000,0.000
67786,16:41:46,ALTITUDE_HOLD,0.000,-0.000,-0.140,1.500,1.734,-0.552,-0.987,0.000,0.000,0.000
67886,16:41:46,ALTITUDE_HOLD,0.000,0.010,-0.135,1.500,1.725,-0.559,-1.000,0.000,0.000,0.000
67986,16:41:46,ALTITUDE_HOLD,0.000,-0.001,-0.131,1.500,1.719,-0.566,-0.970,0.000,0.000,0.000
68086,16:41:46,ALTITUDE_HOLD,0.000,-0.014,-0.124,1.500,1.707,-0.579,-0.922,0.000,0.000,0.000
68186,16:41:46,ALTITUDE_HOLD,0.000,0.001,-0.122,1.500,1.704,-0.588,-0.971,0.000,0.000,0.000
68286,16:41:46,ALTITUDE_HOLD,0.000,-0.015,-0.115,1.500,1.691,-0.591,-0.901,0.000,0.000,0.000
68386,16:41:46,ALTITUDE_HOLD,0.000,0.008,-0.116,1.500,1.693,-0.594,-0.978,0.000,0.000,0.000
68486,16:41:46,ALTITUDE_HOLD,0.000,-0.026,-0.108,1.500,1.680,-0.597,-0.851,0.000,0.000,0.000
68586,16:41:47,ALTITUDE_HOLD,0.000,0.018,-0.109,1.500,1.682,-0.599,-0.992,0.000,0.000,0.000
68686,16:41:47,ALTITUDE_HOLD,0.000,-0.021,-0.097,1.500,1.662,-0.602,-0.839,0.000,0.000,0.000
68786,16:41:47,ALTITUDE_HOLD,0.000,0.020,-0.100,1.500,1.666,-0.602,-0.972,0.000,0.000,0.000
68886,16:41:47,ALTITUDE_HOLD,0.000,-0.026,-0.088,1.500,1.647,-0.601,-0.794,0.000,0.000,0.000
68986,16:41:47,ALTITUDE_HOLD,0.000,0.003,-0.089,1.500,1.648,-0.605,-0.891,0.000,0.000,0.000
69086,16:41:47,ALTITUDE_HOLD,0.000,-0.013,-0.083,1.500,1.638,-0.609,-0.825,0.000,0.000,0.000
69186,16:41:47,ALTITUDE_HOLD,0.000,-0.031,-0.076,1.500,1.626,-0.613,-0.752,0.000,0.000,0.000
69286,16:41:47,ALTITUDE_HOLD,0.000,-0.015,-0.070,1.500,1.616,-0.617,-0.786,0.000,0.000,0.000
69386,16:41:47,ALTITUDE_HOLD,0.000,-0.022,-0.064,1.500,1.606,-0.620,-0.748,0.000,0.000,0.000
69486,16:41:47,ALTITUDE_HOLD,0.000,-0.013,-0.055,1.500,1.592,-0.621,-0.750,0.000,0.000,0.000
69586,16:41:48,ALTITUDE_HOLD,0.000,0.007,-0.052,1.500,1.587,-0.622,-0.805,0.000,0.000,0.000
69686,16:41:48,ALTITUDE_HOLD,0.000,-0.017,-0.041,1.500,1.568,-0.619,-0.693,0.000,0.000,0.000
69786,16:41:48,ALTITUDE_HOLD,0.000,0.011,-0.038,1.500,1.563,-0.618,-0.767,0.000,0.000,0.000
69886,16:41:48,ALTITUDE_HOLD,0.000,-0.075,-0.028,1.500,1.547,-0.612,-0.467,0.000,0.000,0.000
69986,16:41:48,ALTITUDE_HOLD,0.000,-0.104,-0.025,1.500,1.541,-0.606,-0.360,0.000,0.000,0.000
70086,16:41:48,ALTITUDE_HOLD,0.000,0.033,-0.023,1.500,1.538,-0.602,-0.776,0.000,0.000,0.000
70186,16:41:48,ALTITUDE_HOLD,0.000,-0.078,-0.012,1.500,1.520,-0.597,-0.393,0.000,0.000,0.000
70286,16:41:48,ALTITUDE_HOLD,0.000,-0.025,-0.009,1.500,1.515,-0.592,-0.541,0.000,0.000,0.000
70386,16:41:48,ALTITUDE_HOLD,0.000,-0.032,-0.001,1.500,1.502,-0.586,-0.492,0.000,0.000,0.000
70486,16:41:48,ALTITUDE_HOLD,0.000,0.026,0.002,1.500,1.497,-0.584,-0.598,0.000,0.000,0.000
70586,16:41:49,ALTITUDE_HOLD,0.000,-0.041,0.011,1.500,1.482,-0.583,-0.552,0.000,0.000,0.000
70686,16:41:49,ALTITUDE_HOLD,0.000,-0.001,0.017,1.500,1.472,-0.583,-0.572,0.000,0.000,0.000
70786,16:41:49,ALTITUDE_HOLD,0.000,-0.074,0.026,1.500,1.456,-0.582,-0.522,0.000,0.000,0.000
70886,16:41:49,ALTITUDE_HOLD,0.000,0.029,0.029,1.500,1.451,-0.581,-0.581,0.000,0.000,0.000
70986,16:41:49,ALTITUDE_HOLD,0.000,-0.075,0.041,1.500,1.432,-0.581,-0.511,0.000,0.000,0.000
71086,16:41:49,ALTITUDE_HOLD,0.000,0.020,0.043,1.500,1.429,-0.580,-0.566,0.000,0.000,0.000
71186,16:41:49,ALTITUDE_HOLD,0.000,-0.022,0.052,1.500,1.413,-0.579,-0.534,0.000,0.000,0.000
71286,16:41:49,ALTITUDE_HOLD,0.000,-0.028,0.058,1.500,1.403,-0.578,-0.527,0.000,0.000,0.000
71386,16:41:49,ALTITUDE_HOLD,0.000,-0.005,0.064,1.500,1.393,-0.577,-0.536,0.000,0.000,0.000
71486,16:41:49,ALTITUDE_HOLD,0.000,-0.010,0.072,1.500,1.380,-0.576,-0.527,0.000,0.000,0.000
71586,16:41:50,ALTITUDE_HOLD,0.000,-0.017,0.079,1.500,1.368,-0.575,-0.518,0.000,0.000,0.000
71686,16:41:50,ALTITUDE_HOLD,0.000,-0.003,0.085,1.500,1.359,-0.574,-0.522,0.000,0.000,0.000
71786,16:41:50,ALTITUDE_HOLD,0.000,-0.014,0.092,1.500,1.346,-0.573,-0.509,0.000,0.000,0.000
71886,16:41:50,ALTITUDE_HOLD,0.000,-0.003,0.098,1.500,1.337,-0.572,-0.512,0.000,0.000,0.000
71986,16:41:50,ALTITUDE_HOLD,0.000,-0.012,0.105,1.500,1.325,-0.571,-0.501,0.000,0.000,0.000
72086,16:41:50,ALTITUDE_HOLD,0.000,-0.012,0.112,1.500,1.313,-0.570,-0.495,0.000,0.000,0.000
72186,16:41:50,ALTITUDE_HOLD,0.000,-0.000,0.119,1.500,1.302,-0.568,-0.497,0.000,0.000,0.000
72286,16:41:50,ALTITUDE_HOLD,0.000,-0.008,0.127,1.500,1.289,-0.567,-0.486,0.000,0.000,0.000
72386,16:41:50,ALTITUDE_HOLD,0.000,-0.008,0.134,1.500,1.276,-0.565,-0.480,0.000,0.000,0.000
72486,16:41:50,ALTITUDE_HOLD,0.000,-0.007,0.142,1.500,1.263,-0.564,-0.474,0.000,0.000,0.000
72586,16:41:51,ALTITUDE_HOLD,0.000,-0.004,0.146,1.500,1.256,-0.562,-0.472,0.000,0.000,0.000
72686,16:41:51,ALTITUDE_HOLD,0.000,-0.052,0.155,1.500,1.241,-0.561,-0.436,0.000,0.000,0.000
72786,16:41:51,ALTITUDE_HOLD,0.000,-0.044,0.162,1.500,1.230,-0.559,-0.435,0.000,0.000,0.000
72886,16:41:51,ALTITUDE_HOLD,0.000,-0.004,0.167,1.500,1.221,-0.557,-0.454,0.000,0.000,0.000
72986,16:41:51,ALTITUDE_HOLD,0.000,-0.014,0.178,1.500,1.204,-0.555,-0.440,0.000,0.000,0.000
73086,16:41:51,ALTITUDE_HOLD,0.000,-0.003,0.185,1.500,1.192,-0.553,-0.441,0.000,0.000,0.000
73186,16:41:51,ALTITUDE_HOLD,0.000,-0.006,0.193,1.500,1.178,-0.551,-0.431,0.000,0.000,0.000
73286,16:41:51,ALTITUDE_HOLD,0.000,-0.007,0.201,1.500,1.165,-0.549,-0.424,0.000,0.000,0.000
73386,16:41:51,ALTITUDE_HOLD,0.000,-0.012,0.208,1.500,1.153,-0.547,-0.415,0.000,0.000,0.000
73486,16:41:51,ALTITUDE_HOLD,0.000,-0.011,0.214,1.500,1.143,-0.545,-0.409,0.000,0.000,0.000
73586,16:41:52,ALTITUDE_HOLD,0.000,-0.003,0.221,1.500,1.131,-0.542,-0.408,0.000,0.000,0.000
73686,16:41:52,ALTITUDE_HOLD,0.000,-0.025,0.230,1.500,1.116,-0.540,-0.387,0.000,0.000,0.000
73786,16:41:52,ALTITUDE_HOLD,0.000,-0.002,0.235,1.500,1.108,-0.538,-0.396,0.000,0.000,0.000
73886,16:41:52,ALTITUDE_HOLD,0.000,-0.012,0.245,1.500,1.091,-0.535,-0.381,0.000,0.000,0.000
73986,16:41:52,ALTITUDE_HOLD,0.000,-0.010,0.253,1.500,1.078,-0.533,-0.375,0.000,0.000,0.000
74086,16:41:52,ALTITUDE_HOLD,0.000,-0.010,0.262,1.500,1.063,-0.530,-0.367,0.000,0.000,0.000
74186,16:41:52,ALTITUDE_HOLD,0.000,-0.006,0.269,1.500,1.052,-0.528,-0.363,0.000,0.000,0.000
74286,16:41:52,ALTITUDE_HOLD,0.000,-0.020,0.277,1.500,1.038,-0.525,-0.347,0.000,0.000,0.000
74386,16:41:52,ALTITUDE_HOLD,0.000,-0.000,0.281,1.500,1.031,-0.522,-0.353,0.000,0.000,0.000
74486,16:41:52,ALTITUDE_HOLD,0.000,-0.006,0.290,1.500,1.017,-0.519,-0.342,0.000,0.000,0.000
74586,16:41:53,ALTITUDE_HOLD,0.000,-0.003,0.296,1.500,1.007,-0.517,-0.337,0.000,0.000,0.000
74686,16:41:53,ALTITUDE_HOLD,0.000,-0.003,0.303,1.500,0.995,-0.514,-0.330,0.000,0.000,0.000
74786,16:41:53,ALTITUDE_HOLD,0.000,-0.006,0.310,1.500,0.983,-0.511,-0.321,0.000,0.000,0.000
74886,16:41:53,ALTITUDE_HOLD,0.000,-0.006,0.318,1.500,0.970,-0.508,-0.313,0.000,0.000,0.000
74986,16:41:53,ALTITUDE_HOLD,0.000,-0.012,0.325,1.500,0.958,-0.505,-0.302,0.000,0.000,0.000
75086,16:41:53,ALTITUDE_HOLD,0.000,-0.007,0.333,1.500,0.945,-0.501,-0.297,0.000,0.000,0.000
75186,16:41:53,ALTITUDE_HOLD,0.000,-0.009,0.340,1.500,0.933,-0.498,-0.289,0.000,0.000,0.000
75286,16:41:53,ALTITUDE_HOLD,0.000,-0.011,0.347,1.500,0.921,-0.495,-0.280,0.000,0.000,0.000
75386,16:41:53,ALTITUDE_HOLD,0.000,-0.017,0.355,1.500,0.909,-0.491,-0.268,0.000,0.000,0.000
75486,16:41:53,ALTITUDE_HOLD,0.000,-0.002,0.362,1.500,0.897,-0.488,-0.270,0.000,0.000,0.000
75586,16:41:54,ALTITUDE_HOLD,0.000,-0.016,0.371,1.500,0.882,-0.485,-0.253,0.000,0.000,0.000
75686,16:41:54,ALTITUDE_HOLD,0.000,-0.001,0.375,1.500,0.875,-0.481,-0.256,0.000,0.000,0.000
75786,16:41:54,ALTITUDE_HOLD,0.000,-0.014,0.383,1.500,0.861,-0.478,-0.239,0.000,0.000,0.000
75886,16:41:54,ALTITUDE_HOLD,0.000,-0.005,0.389,1.500,0.852,-0.474,-0.238,0.000,0.000,0.000
75986,16:41:54,ALTITUDE_HOLD,0.000,-0.004,0.395,1.500,0.842,-0.471,-0.232,0.000,0.000,0.000
76086,16:41:54,ALTITUDE_HOLD,0.000,-0.012,0.403,1.500,0.829,-0.467,-0.218,0.000,0.000,0.000
76186,16:41:54,ALTITUDE_HOLD,0.000,-0.002,0.408,1.500,0.820,-0.464,-0.218,0.000,0.000,0.000
76286,16:41:54,ALTITUDE_HOLD,0.000,-0.016,0.417,1.500,0.805,-0.460,-0.200,0.000,0.000,0.000
76386,16:41:54,ALTITUDE_HOLD,0.000,-0.001,0.422,1.500,0.797,-0.456,-0.202,0.000,0.000,0.000
76488,16:41:54,ALTITUDE_HOLD,0.000,-0.067,0.425,1.500,0.789,-0.452,-0.157,0.000,0.000,0.000
76588,16:41:55,ALTITUDE_HOLD,-1.250,-0.189,0.434,1.500,0.777,-0.448,-0.074,0.000,0.000,0.000
76690,16:41:55,ALTITUDE_HOLD,0.000,-0.001,0.439,1.500,0.765,-0.443,-0.180,0.000,0.000,0.000
76790,16:41:55,ALTITUDE_HOLD,0.000,-0.052,0.447,1.500,0.755,-0.439,-0.140,0.000,0.000,0.000
76890,16:41:55,ALTITUDE_HOLD,0.000,-0.160,0.455,1.500,0.742,-0.435,-0.066,0.000,0.000,0.000
76990,16:41:55,ALTITUDE_HOLD,0.000,-0.013,0.461,1.500,0.732,-0.430,-0.146,0.000,0.000,0.000
77090,16:41:55,ALTITUDE_HOLD,0.000,-0.016,0.466,1.500,0.723,-0.426,-0.137,0.000,0.000,0.000
77190,16:41:55,ALTITUDE_HOLD,0.000,-0.030,0.473,1.500,0.711,-0.422,-0.120,0.000,0.000,0.000
77290,16:41:55,ALTITUDE_HOLD,0.000,-0.023,0.479,1.500,0.702,-0.418,-0.117,0.000,0.000,0.000
77390,16:41:55,ALTITUDE_HOLD,0.000,-0.057,0.485,1.500,0.692,-0.413,-0.088,0.000,0.000,0.000
77490,16:41:55,ALTITUDE_HOLD,0.000,-0.013,0.490,1.500,0.683,-0.409,-0.107,0.000,0.000,0.000
77590,16:41:56,ALTITUDE_HOLD,0.000,-0.052,0.497,1.500,0.672,-0.405,-0.075,0.000,0.000,0.000
77690,16:41:56,ALTITUDE_HOLD,0.000,-0.001,0.500,1.500,0.666,-0.400,-0.099,0.000,0.000,0.000
77790,16:41:56,ALTITUDE_HOLD,0.000,-0.038,0.507,1.500,0.655,-0.396,-0.069,0.000,0.000,0.000
77890,16:41:56,ALTITUDE_HOLD,0.000,-0.013,0.511,1.500,0.648,-0.391,-0.077,0.000,0.000,0.000
77990,16:41:56,ALTITUDE_HOLD,0.000,-0.051,0.518,1.500,0.637,-0.387,-0.045,0.000,0.000,0.000
78090,16:41:56,ALTITUDE_HOLD,0.000,0.004,0.521,1.500,0.631,-0.382,-0.071,0.000,0.000,0.000
78190,16:41:56,ALTITUDE_HOLD,0.000,-0.060,0.528,1.500,0.620,-0.377,-0.025,0.000,0.000,0.000
78290,16:41:56,ALTITUDE_HOLD,0.000,0.005,0.531,1.500,0.615,-0.373,-0.057,0.000,0.000,0.000
78390,16:41:56,ALTITUDE_HOLD,0.000,-0.030,0.538,1.500,0.604,-0.368,-0.028,0.000,0.000,0.000
78490,16:41:56,ALTITUDE_HOLD,0.000,-0.003,0.542,1.500,0.597,-0.363,-0.037,0.000,0.000,0.000
78590,16:41:57,ALTITUDE_HOLD,0.000,-0.010,0.548,1.500,0.587,-0.359,-0.024,0.000,0.000,0.000
78690,16:41:57,ALTITUDE_HOLD,0.000,-0.002,0.551,1.500,0.581,-0.354,-0.021,0.000,0.000,0.000
78790,16:41:57,ALTITUDE_HOLD,0.000,-0.017,0.557,1.500,0.571,-0.349,-0.004,0.000,0.000,0.000
78890,16:41:57,ALTITUDE_HOLD,0.000,-0.002,0.560,1.500,0.566,-0.344,-0.007,0.000,0.000,0.000
78990,16:41:57,ALTITUDE_HOLD,0.000,-0.010,0.568,1.500,0.554,-0.339,0.008,0.000,0.000,0.000
79090,16:41:57,ALTITUDE_HOLD,0.000,-0.000,0.571,1.500,0.549,-0.334,0.009,0.000,0.000,0.000
79190,16:41:57,ALTITUDE_HOLD,0.000,-0.006,0.575,1.500,0.541,-0.329,0.020,0.000,0.000,0.000
79290,16:41:57,ALTITUDE_HOLD,0.000,-0.005,0.580,1.500,0.534,-0.324,0.027,0.000,0.000,0.000
79390,16:41:57,ALTITUDE_HOLD,0.000,-0.012,0.584,1.500,0.527,-0.319,0.038,0.000,0.000,0.000
79490,16:41:57,ALTITUDE_HOLD,0.000,-0.007,0.587,1.500,0.521,-0.314,0.042,0.000,0.000,0.000
79590,16:41:58,ALTITUDE_HOLD,0.000,-0.003,0.592,1.500,0.514,-0.309,0.048,0.000,0.000,0.000
79690,16:41:58,ALTITUDE_HOLD,0.000,-0.006,0.596,1.500,0.506,-0.304,0.058,0.000,0.000,0.000
79790,16:41:58,ALTITUDE_HOLD,0.000,-0.003,0.600,1.500,0.500,-0.298,0.064,0.000,0.000,0.000
79890,16:41:58,ALTITUDE_HOLD,0.000,-0.003,0.604,1.500,0.494,-0.293,0.071,0.000,0.000,0.000
79990,16:41:58,ALTITUDE_HOLD,0.000,-0.004,0.607,1.500,0.488,-0.288,0.079,0.000,0.000,0.000
80090,16:41:58,ALTITUDE_HOLD,0.000,0.002,0.609,1.500,0.485,-0.283,0.082,0.000,0.000,0.000
80190,16:41:58,ALTITUDE_HOLD,0.000,-0.007,0.613,1.500,0.479,-0.278,0.094,0.000,0.000,0.000
80290,16:41:58,ALTITUDE_HOLD,0.000,-0.003,0.616,1.500,0.474,-0.272,0.099,0.000,0.000,0.000
80391,16:41:58,ALTITUDE_HOLD,0.000,-0.002,0.618,1.500,0.467,-0.267,0.105,0.000,0.000,0.000
80491,16:41:58,ALTITUDE_HOLD,0.000,-0.003,0.622,1.500,0.464,-0.261,0.114,0.000,0.000,0.000
80591,16:41:59,ALTITUDE_HOLD,0.000,-0.086,0.626,1.500,0.457,-0.256,0.171,0.000,0.000,0.000
80691,16:41:59,ALTITUDE_HOLD,0.000,0.026,0.627,1.500,0.455,-0.250,0.110,0.000,0.000,0.000
80794,16:41:59,ALTITUDE_HOLD,0.000,-0.000,0.629,1.500,0.448,-0.245,0.133,0.000,0.000,0.000
80894,16:41:59,ALTITUDE_HOLD,0.000,-0.022,0.634,1.500,0.444,-0.239,0.154,0.000,0.000,0.000
80994,16:41:59,ALTITUDE_HOLD,-0.500,-0.075,0.636,1.500,0.440,-0.234,0.193,0.000,0.000,0.000
81094,16:41:59,ALTITUDE_HOLD,0.000,-0.015,0.639,1.500,0.435,-0.228,0.164,0.000,0.000,0.000
81194,16:41:59,ALTITUDE_HOLD,0.000,-0.001,0.641,1.500,0.432,-0.223,0.162,0.000,0.000,0.000
81294,16:41:59,ALTITUDE_HOLD,0.000,-0.000,0.643,1.500,0.429,-0.217,0.168,0.000,0.000,0.000
81394,16:41:59,ALTITUDE_HOLD,0.000,-0.013,0.645,1.500,0.425,-0.212,0.183,0.000,0.000,0.000
81494,16:41:59,ALTITUDE_HOLD,0.000,0.010,0.646,1.500,0.424,-0.206,0.176,0.000,0.000,0.000
81594,16:42:00,ALTITUDE_HOLD,0.000,-0.014,0.648,1.500,0.420,-0.201,0.197,0.000,0.000,0.000
81694,16:42:00,ALTITUDE_HOLD,0.000,0.006,0.649,1.500,0.419,-0.195,0.190,0.000,0.000,0.000
81794,16:42:00,ALTITUDE_HOLD,0.000,-0.008,0.650,1.500,0.416,-0.190,0.206,0.000,0.000,0.000
81894,16:42:00,ALTITUDE_HOLD,0.000,-0.000,0.652,1.500,0.413,-0.184,0.207,0.000,0.000,0.000
81994,16:42:00,ALTITUDE_HOLD,0.000,-0.012,0.654,1.500,0.410,-0.178,0.221,0.000,0.000,0.000
82094,16:42:00,ALTITUDE_HOLD,0.000,-0.003,0.655,1.500,0.409,-0.173,0.222,0.000,0.000,0.000
82194,16:42:00,ALTITUDE_HOLD,0.000,-0.006,0.655,1.500,0.408,-0.167,0.230,0.000,0.000,0.000
82294,16:42:00,ALTITUDE_HOLD,0.000,-0.001,0.655,1.500,0.408,-0.162,0.232,0.000,0.000,0.000
82394,16:42:00,ALTITUDE_HOLD,0.000,0.003,0.655,1.500,0.409,-0.156,0.234,0.000,0.000,0.000
82494,16:42:00,ALTITUDE_HOLD,0.000,-0.000,0.655,1.500,0.408,-0.151,0.243,0.000,0.000,0.000
82594,16:42:01,ALTITUDE_HOLD,0.000,-0.002,0.655,1.500,0.408,-0.145,0.249,0.000,0.000,0.000
82694,16:42:01,ALTITUDE_HOLD,0.000,0.002,0.654,1.500,0.410,-0.140,0.251,0.000,0.000,0.000
82794,16:42:01,ALTITUDE_HOLD,0.000,-0.007,0.655,1.500,0.409,-0.134,0.262,0.000,0.000,0.000
82894,16:42:01,ALTITUDE_HOLD,0.000,-0.014,0.654,1.500,0.410,-0.129,0.272,0.000,0.000,0.000
82994,16:42:01,ALTITUDE_HOLD,0.000,0.015,0.652,1.500,0.414,-0.123,0.259,0.000,0.000,0.000
83094,16:42:01,ALTITUDE_HOLD,0.000,-0.008,0.651,1.500,0.415,-0.118,0.278,0.000,0.000,0.000
83194,16:42:01,ALTITUDE_HOLD,0.000,0.019,0.648,1.500,0.420,-0.113,0.265,0.000,0.000,0.000
83294,16:42:01,ALTITUDE_HOLD,0.000,0.001,0.646,1.500,0.423,-0.108,0.280,0.000,0.000,0.000
83394,16:42:01,ALTITUDE_HOLD,0.000,0.015,0.644,1.500,0.427,-0.102,0.275,0.000,0.000,0.000
83494,16:42:01,ALTITUDE_HOLD,0.000,0.003,0.642,1.500,0.430,-0.097,0.286,0.000,0.000,0.000
83594,16:42:02,ALTITUDE_HOLD,0.000,0.022,0.639,1.500,0.435,-0.092,0.278,0.000,0.000,0.000
83694,16:42:02,ALTITUDE_HOLD,0.000,-0.012,0.638,1.500,0.436,-0.087,0.304,0.000,0.000,0.000
83794,16:42:02,ALTITUDE_HOLD,0.000,0.035,0.634,1.500,0.444,-0.082,0.278,0.000,0.000,0.000
83894,16:42:02,ALTITUDE_HOLD,0.000,-0.002,0.632,1.500,0.447,-0.077,0.304,0.000,0.000,0.000
83994,16:42:02,ALTITUDE_HOLD,0.000,0.005,0.627,1.500,0.455,-0.072,0.302,0.000,0.000,0.000
84094,16:42:02,ALTITUDE_HOLD,0.000,0.001,0.623,1.500,0.461,-0.066,0.307,0.000,0.000,0.000
84194,16:42:02,ALTITUDE_HOLD,0.000,0.008,0.620,1.500,0.467,-0.061,0.306,0.000,0.000,0.000
84294,16:42:02,ALTITUDE_HOLD,0.000,0.002,0.616,1.500,0.473,-0.057,0.312,0.000,0.000,0.000
84394,16:42:02,ALTITUDE_HOLD,0.000,0.007,0.611,1.500,0.481,-0.052,0.311,0.000,0.000,0.000
84494,16:42:02,ALTITUDE_HOLD,0.000,0.002,0.608,1.500,0.487,-0.047,0.316,0.000,0.000,0.000
84594,16:42:03,ALTITUDE_HOLD,0.000,0.007,0.603,1.500,0.495,-0.042,0.315,0.000,0.000,0.000
84694,16:42:03,ALTITUDE_HOLD,0.000,0.004,0.598,1.500,0.503,-0.038,0.319,0.000,0.000,0.000
84794,16:42:03,ALTITUDE_HOLD,0.000,0.003,0.593,1.500,0.511,-0.033,0.321,0.000,0.000,0.000
84894,16:42:03,ALTITUDE_HOLD,0.000,0.014,0.588,1.500,0.520,-0.028,0.316,0.000,0.000,0.000
84994,16:42:03,ALTITUDE_HOLD,0.000,0.027,0.582,1.500,0.530,-0.024,0.309,0.000,0.000,0.000
85094,16:42:03,ALTITUDE_HOLD,0.000,0.000,0.578,1.500,0.537,-0.019,0.327,0.000,0.000,0.000
85194,16:42:03,ALTITUDE_HOLD,0.000,0.037,0.569,1.500,0.551,-0.015,0.304,0.000,0.000,0.000
85294,16:42:03,ALTITUDE_HOLD,0.000,0.000,0.566,1.500,0.557,-0.011,0.329,0.000,0.000,0.000
