millis,time,mode,bat_voltage,bat_percent,dt,v_raw,v_hat,v_ref,z_ref,z_meas,int_ev,u_pi,tof_alt,leftThrust,rightThrust,verticalThrust
3770,10:32:13,SAFETY,8.38,98.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3893,10:32:13,SAFETY,8.38,98.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3993,10:32:13,SAFETY,8.38,98.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5160,0.0000,0.0000,0.0000
4093,10:32:13,SAFETY,8.38,98.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5200,0.0000,0.0000,0.0000
4193,10:32:13,SAFETY,8.38,98.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5190,0.0000,0.0000,0.0000
4293,10:32:13,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5120,0.0000,0.0000,0.0000
4393,10:32:13,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5060,0.0000,0.0000,0.0000
4493,10:32:13,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5060,0.0000,0.0000,0.0000
4593,10:32:14,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.5000,0.0000,0.0000,0.0000
4693,10:32:14,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4960,0.0000,0.0000,0.0000
4793,10:32:14,SAFETY,8.46,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4920,0.0000,0.0000,0.0000
4893,10:32:14,SAFETY,8.46,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4770,0.0000,0.0000,0.0000
4993,10:32:14,SAFETY,8.46,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4680,0.0000,0.0000,0.0000
5093,10:32:14,SAFETY,8.46,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4570,0.0000,0.0000,0.0000
5193,10:32:14,SAFETY,8.46,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4460,0.0000,0.0000,0.0000
5293,10:32:14,SAFETY,8.39,99.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4410,0.0000,0.0000,0.0000
5393,10:32:14,SAFETY,8.39,99.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4300,0.0000,0.0000,0.0000
5493,10:32:14,SAFETY,8.39,99.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4220,0.0000,0.0000,0.0000
5593,10:32:15,SAFETY,8.39,99.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4100,0.0000,0.0000,0.0000
5693,10:32:15,SAFETY,8.39,99.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4040,0.0000,0.0000,0.0000
5793,10:32:15,SAFETY,8.47,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.4010,0.0000,0.0000,0.0000
5893,10:32:15,SAFETY,8.47,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3950,0.0000,0.0000,0.0000
5993,10:32:15,SAFETY,8.47,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3770,0.0000,0.0000,0.0000
6093,10:32:15,SAFETY,8.47,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3700,0.0000,0.0000,0.0000
6193,10:32:15,SAFETY,8.47,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3600,0.0000,0.0000,0.0000
6293,10:32:15,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3440,0.0000,0.0000,0.0000
6393,10:32:15,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3400,0.0000,0.0000,0.0000
6493,10:32:15,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3260,0.0000,0.0000,0.0000
6593,10:32:16,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3210,0.0000,0.0000,0.0000
6693,10:32:16,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3140,0.0000,0.0000,0.0000
6793,10:32:16,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.3040,0.0000,0.0000,0.0000
6893,10:32:16,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2860,0.0000,0.0000,0.0000
6993,10:32:16,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2770,0.0000,0.0000,0.0000
7093,10:32:16,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2650,0.0000,0.0000,0.0000
7193,10:32:16,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2540,0.0000,0.0000,0.0000
7293,10:32:16,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2470,0.0000,0.0000,0.0000
7393,10:32:16,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2330,0.0000,0.0000,0.0000
7496,10:32:17,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2250,0.0000,0.0000,0.0000
7596,10:32:17,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2110,0.0000,0.0000,0.0000
7696,10:32:17,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.2000,0.0000,0.0000,0.0000
7796,10:32:17,SAFETY,8.48,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1900,0.0000,0.0000,0.0000
7896,10:32:17,SAFETY,8.48,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1790,0.0000,0.0000,0.0000
7999,10:32:17,SAFETY,8.48,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1680,0.0000,0.0000,0.0000
8099,10:32:17,SAFETY,8.48,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1560,0.0000,0.0000,0.0000
8199,10:32:17,SAFETY,8.48,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1430,0.0000,0.0000,0.0000
8299,10:32:17,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1290,0.0000,0.0000,0.0000
8402,10:32:17,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1180,0.0000,0.0000,0.0000
8502,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.1110,0.0000,0.0000,0.0000
8602,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0980,0.0000,0.0000,0.0000
8702,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0900,0.0000,0.0000,0.0000
8802,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0770,0.0000,0.0000,0.0000
8905,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0640,0.0000,0.0000,0.0000
9005,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0520,0.0000,0.0000,0.0000
9105,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0410,0.0000,0.0000,0.0000
9205,10:32:18,SAFETY,8.36,97.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0290,0.0000,0.0000,0.0000
9308,10:32:18,SAFETY,8.39,99.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0150,0.0000,0.0000,0.0000
9408,10:32:18,SAFETY,8.39,99.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,1.0040,0.0000,0.0000,0.0000
9508,10:32:19,SAFETY,8.39,99.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9890,0.0000,0.0000,0.0000
9611,10:32:19,SAFETY,8.39,99.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9760,0.0000,0.0000,0.0000
9711,10:32:19,SAFETY,8.39,99.4,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9660,0.0000,0.0000,0.0000
9813,10:32:19,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9500,0.0000,0.0000,0.0000
9913,10:32:19,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9430,0.0000,0.0000,0.0000
10013,10:32:19,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9360,0.0000,0.0000,0.0000
10113,10:32:19,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9230,0.0000,0.0000,0.0000
10215,10:32:19,SAFETY,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9100,0.0000,0.0000,0.0000
10315,10:32:19,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.9010,0.0000,0.0000,0.0000
10415,10:32:19,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8890,0.0000,0.0000,0.0000
10515,10:32:20,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8710,0.0000,0.0000,0.0000
10615,10:32:20,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8630,0.0000,0.0000,0.0000
10717,10:32:20,SAFETY,8.43,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8460,0.0000,0.0000,0.0000
10817,10:32:20,SAFETY,8.33,96.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8390,0.0000,0.0000,0.0000
10917,10:32:20,SAFETY,8.33,96.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8290,0.0000,0.0000,0.0000
11017,10:32:20,SAFETY,8.33,96.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8160,0.0000,0.0000,0.0000
11119,10:32:20,SAFETY,8.33,96.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.8030,0.0000,0.0000,0.0000
11219,10:32:20,SAFETY,8.33,96.3,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7950,0.0000,0.0000,0.0000
11319,10:32:20,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7800,0.0000,0.0000,0.0000
11419,10:32:20,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7660,0.0000,0.0000,0.0000
11519,10:32:21,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,0.0000
11621,10:32:21,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7400,0.0000,0.0000,0.0000
11721,10:32:21,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7320,0.0000,0.0000,0.0000
11821,10:32:21,SAFETY,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7160,0.0000,0.0000,0.0000
11921,10:32:21,SAFETY,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.7050,0.0000,0.0000,0.0000
12023,10:32:21,SAFETY,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6890,0.0000,0.0000,0.0000
12123,10:32:21,SAFETY,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6780,0.0000,0.0000,0.0000
12223,10:32:21,SAFETY,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6690,0.0000,0.0000,0.0000
12323,10:32:21,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6580,0.0000,0.0000,0.0000
12423,10:32:21,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6410,0.0000,0.0000,0.0000
12525,10:32:22,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6300,0.0000,0.0000,0.0000
12625,10:32:22,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6210,0.0000,0.0000,0.0000
12725,10:32:22,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.6070,0.0000,0.0000,0.0000
12825,10:32:22,SAFETY,8.36,98.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5980,0.0000,0.0000,0.0000
12927,10:32:22,SAFETY,8.36,98.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5830,0.0000,0.0000,0.0000
13027,10:32:22,SAFETY,8.36,98.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5740,0.0000,0.0000,0.0000
13127,10:32:22,SAFETY,8.36,98.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5650,0.0000,0.0000,0.0000
13227,10:32:22,SAFETY,8.36,98.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5500,0.0000,0.0000,0.0000
13327,10:32:22,SAFETY,8.36,97.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5400,0.0000,0.0000,0.0000
13429,10:32:22,SAFETY,8.36,97.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5260,0.0000,0.0000,0.0000
13529,10:32:23,SAFETY,8.36,97.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5170,0.0000,0.0000,0.0000
13629,10:32:23,SAFETY,8.36,97.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.5070,0.0000,0.0000,0.0000
13729,10:32:23,SAFETY,8.36,97.6,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4920,0.0000,0.0000,0.0000
13831,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4800,0.0000,0.0000,0.0000
13931,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4670,0.0000,0.0000,0.0000
14031,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4560,0.0000,0.0000,0.0000
14131,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4430,0.0000,0.0000,0.0000
14231,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4330,0.0000,0.0000,0.0000
14331,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4250,0.0000,0.0000,0.0000
14431,10:32:23,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4130,0.0000,0.0000,0.0000
14531,10:32:24,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.4040,0.0000,0.0000,0.0000
14631,10:32:24,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3930,0.0000,0.0000,0.0000
14733,10:32:24,SAFETY,8.40,99.8,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3850,0.0000,0.0000,0.0000
14833,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3780,0.0000,0.0000,0.0000
14933,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3670,0.0000,0.0000,0.0000
15033,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3590,0.0000,0.0000,0.0000
15133,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3490,0.0000,0.0000,0.0000
15233,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3430,0.0000,0.0000,0.0000
15333,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3310,0.0000,0.0000,0.0000
15433,10:32:24,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3210,0.0000,0.0000,0.0000
15533,10:32:25,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3120,0.0000,0.0000,0.0000
15635,10:32:25,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.3010,0.0000,0.0000,0.0000
15735,10:32:25,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2950,0.0000,0.0000,0.0000
15835,10:32:25,SAFETY,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2860,0.0000,0.0000,0.0000
15935,10:32:25,SAFETY,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2780,0.0000,0.0000,0.0000
16035,10:32:25,SAFETY,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2680,0.0000,0.0000,0.0000
16135,10:32:25,SAFETY,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2620,0.0000,0.0000,0.0000
16235,10:32:25,SAFETY,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2520,0.0000,0.0000,0.0000
16335,10:32:25,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2430,0.0000,0.0000,0.0000
16435,10:32:25,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2340,0.0000,0.0000,0.0000
16535,10:32:26,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2290,0.0000,0.0000,0.0000
16635,10:32:26,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2210,0.0000,0.0000,0.0000
16735,10:32:26,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2130,0.0000,0.0000,0.0000
16835,10:32:26,SAFETY,8.30,94.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.2060,0.0000,0.0000,0.0000
16935,10:32:26,SAFETY,8.30,94.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1980,0.0000,0.0000,0.0000
17035,10:32:26,SAFETY,8.30,94.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1930,0.0000,0.0000,0.0000
17135,10:32:26,SAFETY,8.30,94.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1890,0.0000,0.0000,0.0000
17235,10:32:26,SAFETY,8.30,94.7,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1800,0.0000,0.0000,0.0000
17335,10:32:26,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1770,0.0000,0.0000,0.0000
17435,10:32:26,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1730,0.0000,0.0000,0.0000
17535,10:32:27,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1650,0.0000,0.0000,0.0000
17635,10:32:27,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1610,0.0000,0.0000,0.0000
17735,10:32:27,SAFETY,8.35,97.2,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1530,0.0000,0.0000,0.0000
17835,10:32:27,SAFETY,8.40,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1500,0.0000,0.0000,0.0000
17935,10:32:27,SAFETY,8.40,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1460,0.0000,0.0000,0.0000
18035,10:32:27,SAFETY,8.40,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1380,0.0000,0.0000,0.0000
18135,10:32:27,SAFETY,8.40,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1350,0.0000,0.0000,0.0000
18235,10:32:27,SAFETY,8.40,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1270,0.0000,0.0000,0.0000
18335,10:32:27,SAFETY,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1240,0.0000,0.0000,0.0000
18436,10:32:27,MANUAL,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1210,0.0000,0.0000,0.0000
18537,10:32:28,MANUAL,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1150,0.0000,0.0000,0.0000
18637,10:32:28,MANUAL,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1130,0.0000,0.0000,0.0000
18737,10:32:28,MANUAL,8.41,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1090,0.0000,0.0000,0.0000
18838,10:32:28,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1040,0.0000,0.0000,0.0000
18939,10:32:28,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000
19039,10:32:28,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0960,0.0000,0.0000,0.0000
19139,10:32:28,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0940,0.0000,0.0000,0.0000
19240,10:32:28,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0920,0.0000,0.0000,0.0000
19341,10:32:28,MANUAL,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0900,0.0000,0.0000,0.0000
19442,10:32:28,MANUAL,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0870,0.0000,0.0000,0.0000
19543,10:32:29,MANUAL,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0860,0.0000,0.0000,-0.2600
19643,10:32:29,MANUAL,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0850,0.0000,0.0000,-0.2600
19744,10:32:29,MANUAL,8.44,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0820,0.0000,0.0000,-0.2600
19844,10:32:29,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,-0.2600
19945,10:32:29,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0780,0.0000,0.0000,-0.2600
20046,10:32:29,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0760,0.0000,0.0000,-0.2600
20146,10:32:29,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0740,0.0000,0.0000,0.0000
20249,10:32:29,MANUAL,8.42,100.0,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0730,0.0000,0.0000,0.2600
20352,10:32:29,MANUAL,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0710,0.0000,0.0000,0.3100
20455,10:32:29,MANUAL,8.38,98.9,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0720,0.0000,0.0000,0.3500
